C21orf59	autosomal recessive	2
DNASE1	autosomal dominant	2
RAB27A	autosomal recessive	2
BICD2	autosomal dominant	2
SUOX	autosomal recessive	2
DUOXA2	autosomal recessive	2
TUBB4A	autosomal dominant	2
STAC3	autosomal recessive	2
CYP17A1	autosomal recessive	2
MYO3A	autosomal recessive	2
TPO	autosomal recessive	2
MIR96	autosomal dominant	2
KCNT1	autosomal dominant	2
KCNT2	autosomal dominant	2
CCDC114	autosomal recessive	2
CCDC115	autosomal recessive	2
FCGR3A	autosomal recessive	2
LHX3	autosomal recessive	2
TJP2	autosomal recessive	2
LHX4	autosomal dominant	2
CHAT	autosomal recessive	2
ESCO2	autosomal recessive	2
CUL3	autosomal dominant	2
FAT2	autosomal dominant	2
GABRB1	autosomal dominant	2
FAT4	autosomal recessive	2
GABRB3	autosomal dominant	2
A2M	autosomal dominant	2
CUL7	autosomal recessive	2
CRB1	autosomal dominant vs. x-linked|autosomal recessive	2
CRB2	autosomal recessive	2
TGIF1	autosomal dominant	2
PABPN1	autosomal dominant	2
NT5C3A	autosomal recessive,probable heterogeneity	2
VPS37A	autosomal recessive	2
CALR	autosomal dominant|somatic mutation	2
HPGD	autosomal recessive	2
MTFMT	autosomal recessive	2
NSMCE2	autosomal recessive	2
NSMCE3	autosomal recessive	2
C1QTNF5	autosomal dominant	2
FUT1	autosomal recessive	2
HLA-DQA1	autosomal recessive,multifactorial	2
THAP1	autosomal dominant	2
CERS1	autosomal recessive	2
PNPT1	autosomal recessive	2
CERS3	autosomal recessive	2
GH1	autosomal dominant form|autosomal recessive	2
TTPA	autosomal recessive	2
G6PC3	autosomal recessive	2
HMGA1	autosomal dominant	2
HMGA2	somatic mutation	2
RXYLT1	autosomal recessive	2
NECAP1	autosomal recessive	2
MUC1	autosomal dominant	2
PAK3	x-linked recessive	2
COASY	autosomal recessive	2
CRBN	autosomal recessive	2
MUC7	autosomal dominant vs. multifactorial	2
NAGLU	autosomal dominant|autosomal recessive	2
IL12RB1	autosomal recessive	2
FKTN	autosomal recessive	2
SHROOM4	x-linked	2
NPHS1	autosomal recessive	2
ACP2	autosomal recessive	2
NPHS2	autosomal recessive	2
USP8	autosomal recessive vs. dominant men1	2
ACP4	autosomal recessive	2
BLNK	autosomal recessive	2
ACP5	autosomal recessive	2
XYLT1	autosomal recessive	2
XYLT2	autosomal recessive	2
TRH	autosomal recessive	2
RUBCN	autosomal recessive	2
HLA-DQB1	autosomal dominant|autosomal recessive,multifactorial|multifactorial	2
AGTR1	autosomal recessive|multifactorial	2
SARS	autosomal recessive	2
MYO5A	autosomal recessive	2
MYO5B	autosomal recessive	2
ATPAF2	autosomal recessive	2
FAM20A	autosomal recessive	2
GHR	autosomal dominant|autosomal recessive.|dominant, pseudoautosomal	2
KCNV2	autosomal recessive	2
CHD1	autosomal dominant	2
MAB21L2	autosomal dominant,autosomal recessive (1 family)	2
CHD2	autosomal dominant	2
FAM20C	autosomal recessive	2
HMGB3	x-linked	2
CHD4	autosomal dominant	2
UQCRB	autosomal recessive	2
RNF113A	x-linked dominant	2
CHD7	autosomal dominant	2
CHD8	autosomal dominant	2
GRIN2A	autosomal dominant	2
BARD1	autosomal dominant	2
GRIN2B	autosomal dominant	2
HMGCS2	autosomal recessive	2
GRIN2D	autosomal dominant	2
SEPT9	autosomal dominant	2
MAPRE2	autosomal dominant	2
ATF6	autosomal recessive	2
DHCR7	autosomal recessive	2
GIF	autosomal recessive	2
CRYGB	autosomal dominant	2
UQCRQ	autosomal recessive	2
CRYGC	autosomal dominant	2
CRYGD	autosomal dominant	2
FHL1	x-linked|x-linked dominant|x-linked recessive	2
IRS1	autosomal dominant	2
IRS2	autosomal dominant	2
TTC19	autosomal recessive	2
DIS3L2	autosomal recessive	2
CYP26C1	autosomal recessive	2
SCYL1	autosomal recessive	2
WASHC4	autosomal recessive	2
WASHC5	autosomal dominant|autosomal recessive	2
MERTK	autosomal recessive	2
ST3GAL3	autosomal recessive	2
FBLN1	autosomal dominant	2
PIKFYVE	autosomal dominant	2
ST3GAL5	autosomal recessive	2
SLC25A12	autosomal recessive	2
HYAL1	autosomal recessive	2
SLC25A13	autosomal recessive	2
CRYGS	autosomal dominant	2
FBLN5	autosomal dominant|autosomal recessive	2
SLC25A15	autosomal recessive	2
CCDC8	autosomal recessive	2
DCXR	autosomal recessive	2
SLC11A2	autosomal recessive	2
SLC25A19	autosomal recessive	2
PKLR	autosomal dominant|autosomal recessive	2
ATG5	autosomal recessive	2
FYB1	autosomal recessive	2
SMOC1	autosomal recessive	2
DTNA	autosomal dominant	2
SMOC2	autosomal recessive	2
AMACR	autosomal recessive	2
TTC25	autosomal recessive	2
PHC1	autosomal recessive	2
ORAI1	autosomal dominant|autosomal recessive	2
STAG1	autosomal dominant	2
HMGCL	autosomal recessive	2
STAG3	autosomal recessive	2
PDX1	autosomal dominant|autosomal recessive	2
MYO7A	autosomal dominant|autosomal recessive	2
TTN	autosomal dominant|autosomal recessive	2
CCDC151	autosomal recessive	2
SPRTN	autosomal recessive	2
MAFB	autosomal dominant	2
TTR	autosomal dominant	2
SLC25A20	autosomal recessive	2
GNAL	autosomal dominant	2
SLC25A22	autosomal recessive	2
AP4B1	autosomal recessive	2
SLC25A24	autosomal dominant	2
GNB1	autosomal dominant	2
GNAQ	autosomal dominant|isolated cases	2
SLC25A26	autosomal recessive	2
GNB3	autosomal recessive|multifactorial	2
SLC20A2	autosomal dominant	2
GNAS	autosomal dominant|isolated cases|somatic mosaicism	2
GNB4	autosomal dominant	2
GNB5	autosomal recessive	2
TAF13	autosomal recessive	2
CCND1	autosomal dominant|autosomal dominantly acting oncogene plus loss of suppressor gene(s)|somatic mutation	2
CCND2	autosomal dominant	2
CASP8	autosomal dominant|autosomal recessive|somatic mutation	2
MASP1	autosomal recessive	2
TUB	autosomal recessive	2
MASP2	autosomal recessive	2
COL4A1	autosomal dominant	2
FECH	autosomal recessive	2
ARL2BP	autosomal recessive	2
COL4A2	autosomal dominant	2
JUP	autosomal dominant|autosomal recessive	2
COL4A3	autosomal dominant|autosomal recessive	2
TTC37	autosomal recessive	2
COL4A4	autosomal recessive	2
LRTOMT	autosomal recessive	2
COL4A5	x-linked dominant	2
COL4A6	x-linked recessive	2
TRAIP	autosomal recessive	2
TRNT1	autosomal recessive	2
XPNPEP3	autosomal recessive	2
RIPPLY2	autosomal recessive	2
MAT1A	autosomal dominant,autosomal recessive	2
DAO	autosomal dominant	2
SLC25A32	autosomal recessive	2
SAR1B	autosomal recessive	2
CASQ1	autosomal dominant	2
GABRG2	autosomal dominant	2
CASQ2	autosomal recessive	2
ADCY1	autosomal recessive	2
SLC25A38	autosomal recessive	2
PSAT1	autosomal recessive	2
ADCY5	autosomal dominant	2
GLA	x-linked	2
GNAO1	autosomal dominant	2
GUCA1A	autosomal dominant	2
ADCY6	autosomal recessive	2
CTPS1	autosomal recessive	2
BBS1	autosomal recessive,digenic recessive	2
BBS2	autosomal recessive	2
BBS4	autosomal recessive	2
BBS5	autosomal recessive	2
HFM1	autosomal recessive	2
SLC39A4	autosomal recessive	2
SLC39A5	autosomal dominant	2
BBS7	autosomal recessive	2
WNT10A	autosomal dominant,autosomal recessive|autosomal recessive	2
CITED2	autosomal dominant	2
WNT10B	autosomal dominant|autosomal recessive	2
BBS9	autosomal recessive	2
SLC39A8	autosomal recessive	2
PDYN	autosomal dominant	2
NEXMIF	x-linked dominant	2
DBH	autosomal recessive	2
HINT1	autosomal recessive	2
SNAP25	autosomal dominant	2
ATIC	autosomal recessive	2
CCDC174	autosomal recessive	2
GPSM2	autosomal recessive	2
LIPT1	autosomal recessive	2
ACTB	autosomal dominant	2
SNAP29	autosomal recessive	2
LIPT2	autosomal recessive	2
PSENEN	autosomal dominant	2
SLC25A46	autosomal recessive	2
DBT	autosomal recessive	2
HMBS	autosomal dominant	2
XPR1	autosomal dominant	2
ERAL1	autosomal recessive	2
NBN	autosomal recessive	2
MYO15A	autosomal recessive (17p12-q12)	2
CASP10	autosomal dominant	2
RIN2	autosomal recessive	2
PKP2	autosomal dominant	2
NLRP12	autosomal dominant	2
CASP14	autosomal recessive	2
KPTN	autosomal recessive	2
SLC9A3R1	autosomal dominant	2
OPCML	autosomal dominant	2
TGFB1	autosomal dominant|autosomal recessive	2
TGFB2	autosomal dominant	2
TGFB3	autosomal dominant	2
DCC	autosomal dominant|autosomal dominantly acting oncogene plus loss of suppressor gene(s)|autosomal recessive	2
AMTN	autosomal dominant	2
GTF2E2	autosomal recessive	2
PHF6	x-linked recessive	2
LPIN1	autosomal recessive	2
SMARCA2	autosomal dominant	2
SOBP	autosomal recessive	2
PHF8	x-linked recessive	2
SMARCA4	autosomal dominant	2
PHEX	x-linked dominant	2
HCCS	x-linked dominant	2
ESPN	autosomal recessive	2
PTGIS	multifactorial	2
PRF1	autosomal recessive	2
MARVELD2	autosomal recessive	2
LYST	autosomal recessive	2
DCN	autosomal dominant	2
SETD2	autosomal dominant	2
PACS1	autosomal dominant	2
SIPA1L3	autosomal recessive	2
AP4E1	autosomal dominant|autosomal recessive	2
SETD5	autosomal dominant	2
CASK	x-linked dominant	2
TGM1	autosomal recessive	2
SULT2B1	autosomal recessive	2
TGM3	autosomal recessive	2
DCX	x-linked	2
EPG5	autosomal recessive	2
TGFBI	autosomal dominant|autosomal dominant (5q22-q33.3)	2
TGM5	autosomal recessive	2
RSPRY1	autosomal recessive	2
GALNT3	autosomal recessive	2
TGM6	autosomal dominant	2
CASR	autosomal dominant|autosomal recessive,autosomal dominant (de novo in some patients)	2
GNE	autosomal dominant|autosomal recessive	2
CAST	autosomal recessive	2
LMBR1	autosomal dominant|autosomal recessive	2
GTPBP3	autosomal recessive	2
DDC	autosomal recessive	2
NIPA1	autosomal dominant	2
IRX5	autosomal recessive	2
TAF4B	autosomal recessive	2
SMARCB1	autosomal dominant	2
ACKR1	autosomal dominant	2
CRYBA1	autosomal dominant (17q11-q12)	2
GDF1	autosomal dominant|autosomal recessive	2
SOD1	autosomal dominant,autosomal recessive	2
CRYBA2	autosomal dominant	2
GDF2	autosomal dominant	2
GDF3	autosomal dominant	2
GDF5	autosomal dominant|autosomal recessive|autosomal recessive,autosomal dominant (milder phenotype)	2
GNS	autosomal recessive	2
ESR1	autosomal dominant|autosomal recessive	2
GDF6	autosomal dominant|autosomal recessive	2
SPRY2	autosomal dominant	2
PRG4	autosomal recessive	2
PDGFB	autosomal dominant	2
SPRY4	autosomal dominant (see miscellaneous below)	2
SYT14	autosomal recessive	2
DNAJB13	autosomal recessive	2
REEP1	autosomal dominant	2
CHIC2	autosomal dominant	2
REEP2	autosomal dominant,autosomal recessive	2
POC1A	autosomal recessive	2
ZC4H2	x-linked recessive	2
POC1B	autosomal recessive	2
CEP19	autosomal recessive	2
REEP6	autosomal recessive	2
NDN	isolated cases	2
ATL1	autosomal dominant	2
TSPAN7	x-linked recessive	2
SLC30A10	autosomal recessive	2
NDP	x-linked recessive|x-linked recessive x-linked dominant (1 family)	2
ATL3	autosomal dominant	2
XDH	autosomal recessive	2
LITAF	autosomal dominant	2
WNK1	autosomal dominant|autosomal recessive	2
P4HB	autosomal dominant	2
EZH2	autosomal dominant	2
WNK4	autosomal dominant	2
ZNF644	autosomal dominant	2
FUCA1	autosomal recessive	2
STRA6	autosomal recessive	2
FEZF1	autosomal recessive	2
CRYBB1	autosomal dominant,autosomal recessive	2
CRYBB2	autosomal dominant	2
CRYBB3	autosomal dominant,autosomal recessive	2
THOC2	x-linked recessive	2
NEB	autosomal recessive	2
TYR	autosomal dominant form,also x-linked|autosomal recessive	2
TTC7A	autosomal recessive	2
PARN	autosomal dominant|autosomal recessive	2
ALOX12B	autosomal recessive	2
GP6	autosomal recessive	2
THOC6	autosomal recessive	2
LIAS	autosomal recessive	2
ARHGEF10	autosomal dominant	2
GP9	autosomal recessive	2
H19	autosomal dominant|autosomal dominant,somatic mutation|isolated cases	2
CHAMP1	autosomal dominant	2
DES	autosomal dominant|autosomal dominant,autosomal recessive|autosomal recessive	2
PURA	autosomal dominant	2
OSTM1	autosomal recessive	2
GNRH1	autosomal recessive	2
TBXA2R	autosomal dominant	2
NADK2	autosomal recessive	2
MYO18B	autosomal recessive	2
ARHGEF18	autosomal recessive	2
NF1	autosomal dominant|autosomal dominant,somatic mutation	2
CAV1	autosomal dominant	2
NF2	autosomal dominant	2
CAV3	autosomal dominant|autosomal dominant,autosomal recessive	2
ACAT1	autosomal recessive	2
CHKB	autosomal recessive	2
MEF2A	autosomal dominant	2
SHOX	autosomal dominant|autosomal recessive	2
NIPBL	autosomal dominant	2
MEF2C	autosomal dominant	2
COA5	autosomal recessive	2
GPI	autosomal recessive	2
COA6	autosomal recessive	2
COA7	autosomal recessive,mitochondrial	2
FOLR1	autosomal recessive	2
PUS1	autosomal recessive	2
PRSS12	autosomal recessive	2
ATP6V0A2	autosomal recessive	2
ATAD3A	autosomal dominant,autosomal recessive (one family)	2
PUS3	autosomal recessive	2
NDUFAF1	autosomal recessive,x-linked dominant,mitochondrial	2
SMARCD2	autosomal recessive	2
NDUFAF2	autosomal recessive,mitochondrial|autosomal recessive,x-linked dominant,mitochondrial	2
MKKS	autosomal recessive	2
NDUFAF3	autosomal recessive,x-linked dominant,mitochondrial	2
NDUFAF4	autosomal recessive,x-linked dominant,mitochondrial	2
AAGAB	autosomal dominant,heterogeneous	2
NLGN4X	isolated cases,multifactorial,x-linked|x-linked,multifactorial,isolated cases	2
NDUFAF5	autosomal recessive,x-linked dominant,mitochondrial	2
SHANK3	autosomal dominant	2
NDUFAF6	autosomal recessive,mitochondrial	2
UBQLN2	x-linked dominant	2
BCAP31	x-linked recessive	2
DGUOK	autosomal recessive	2
SHPK	autosomal recessive	2
IFITM5	autosomal dominant	2
MRAP	autosomal recessive	2
GNRHR	autosomal recessive	2
RIPOR2	autosomal recessive	2
ATN1	autosomal dominant	2
GNAT1	autosomal dominant|autosomal recessive	2
SLC22A12	autosomal recessive	2
SRGAP1	autosomal dominant	2
ACY1	autosomal recessive	2
DNA2	autosomal dominant|autosomal recessive	2
DGKE	autosomal recessive	2
SLC22A18	autosomal dominant|autosomal recessive	2
SPTLC1	autosomal dominant	2
SPTLC2	autosomal dominant	2
SMARCE1	autosomal dominant	2
GDI1	x-linked dominant	2
CRLF1	autosomal recessive	2
RPGR	? x-linked|x-linked recessive	2
PATL2	autosomal recessive	2
BIN1	autosomal recessive	2
CEP41	autosomal recessive	2
KRT10	autosomal dominant|autosomal dominant,autosomal recessive (in some families)	2
NGF	autosomal recessive	2
KRT12	autosomal dominant	2
KRT13	autosomal dominant	2
ERCC6L2	autosomal recessive	2
KRT14	autosomal dominant|autosomal recessive	2
DDB2	autosomal recessive	2
OPA1	autosomal dominant|autosomal recessive	2
KRT16	autosomal dominant	2
OPA3	autosomal dominant|autosomal recessive	2
KRT17	autosomal dominant	2
KRT18	autosomal recessive cases, probably heterogeneous	2
CYBA	autosomal recessive	2
IFIH1	autosomal dominant	2
PPARG	autosomal dominant|autosomal dominant,autosomal recessive,multifactorial	2
KCNQ1OT1	autosomal dominant	2
CYBB	x-linked recessive	2
CYB5A	autosomal recessive	2
MNX1	autosomal dominant	2
PRPF3	autosomal dominant	2
ETFDH	autosomal recessive	2
PRPF4	autosomal dominant	2
MMACHC	autosomal recessive	2
GGT1	autosomal recessive	2
PRPF6	autosomal dominant	2
PPARGC1B	autosomal dominant,autosomal recessive,multifactorial	2
RUSC2	autosomal recessive	2
PRPF8	autosomal dominant	2
JAG1	autosomal dominant	2
SLC7A7	autosomal recessive	2
GRN	autosomal dominant|autosomal recessive	2
TBL1XR1	autosomal dominant	2
CYC1	autosomal recessive	2
DHH	autosomal recessive,heterogeneous	2
SLC7A9	autosomal dominant,autosomal recessive	2
HPS1	autosomal recessive	2
BSND	autosomal recessive	2
KIF11	autosomal dominant	2
HPS3	autosomal recessive	2
WNT5A	autosomal dominant	2
ELAC2	autosomal recessive	2
HPS4	autosomal recessive	2
HPS5	autosomal recessive	2
KIF14	autosomal recessive	2
HPS6	autosomal recessive	2
TGFBR1	autosomal dominant	2
OSGEP	autosomal recessive	2
CEP55	autosomal recessive	2
TGFBR2	autosomal dominant	2
PHKB	autosomal recessive	2
KRT25	autosomal recessive	2
CEP57	autosomal recessive	2
COCH	autosomal dominant	2
RIT1	autosomal dominant	2
PIBF1	autosomal recessive	2
CAPN1	autosomal recessive	2
SUGCT	autosomal recessive	2
RPIA	autosomal recessive	2
CAPN3	autosomal recessive	2
GSC	autosomal recessive	2
KIF1A	autosomal dominant|autosomal recessive	2
NHS	x-linked dominant|x-linked,heterozygote expression	2
KIF1B	autosomal dominant|autosomal dominant,isolated cases	2
CAPN5	autosomal dominant (11q13)	2
KIF1C	autosomal recessive	2
ZMYND10	autosomal recessive	2
ZMYND11	autosomal dominant	2
DIAPH1	autosomal dominant|autosomal recessive	2
DIAPH2	x-linked dominant	2
UCHL1	autosomal recessive	2
DIAPH3	autosomal dominant	2
DOCK2	autosomal recessive	2
ZMYND15	autosomal recessive	2
ALOX5	autosomal dominant vs. multifactorial	2
ZNF687	autosomal dominant	2
DOCK6	autosomal recessive	2
DOCK7	autosomal recessive	2
TINF2	autosomal dominant	2
PRKN	autosomal dominant|autosomal recessive	2
LZTFL1	autosomal recessive	2
DOCK8	autosomal recessive	2
MAOA	x-linked recessive	2
CYCS	autosomal dominant	2
GSS	autosomal recessive	2
KIF22	autosomal dominant	2
CEP63	autosomal recessive	2
CLRN1	autosomal recessive	2
GFPT1	autosomal recessive	2
NIN	autosomal recessive	2
EMC1	autosomal recessive	2
HACE1	autosomal recessive	2
KIF2A	autosomal dominant	2
PRPH2	autosomal dominant|autosomal dominant,autosomal recessive	2
F13A1	autosomal dominant|autosomal recessive	2
MLYCD	autosomal recessive	2
DGAT1	autosomal recessive	2
PITPNM3	autosomal dominant.	2
SEPSECS	autosomal recessive	2
SLC18A3	autosomal recessive	2
PRSS56	autosomal recessive	2
OFD1	x-linked dominant|x-linked recessive	2
PTH1R	autosomal dominant|autosomal recessive	2
WNT7A	autosomal recessive	2
PRLR	autosomal dominant	2
LIFR	autosomal recessive	2
PAX1	autosomal recessive	2
LIG4	autosomal recessive|somatic mutation	2
TMTC3	autosomal recessive	2
PAX2	autosomal dominant	2
PAX3	autosomal dominant|autosomal dominant,autosomal recessive|autosomal recessive	2
PAX4	autosomal dominant	2
PRSS1	autosomal dominant|autosomal recessive	2
PAX6	autosomal dominant|autosomal dominant,? same as 120200	2
CEP78	autosomal recessive	2
PRSS2	autosomal dominant	2
PAX7	autosomal recessive	2
PDE10A	autosomal dominant|autosomal recessive	2
PAX8	autosomal dominant	2
APOA2	autosomal dominant	2
PAX9	autosomal dominant	2
APOA5	autosomal dominant	2
MAPT	autosomal dominant|autosomal recessive vs. dominant with low penetrance and expression|isolated cases,autosomal dominant|isolated cases,multifactorial	2
HIKESHI	autosomal recessive	2
PCDH15	autosomal recessive|autosomal recessive,digenic recessive	2
TNIK	autosomal recessive	2
CDKAL1	autosomal dominant	2
COLEC10	autosomal recessive	2
COLEC11	autosomal recessive	2
PCDH19	x-linked	2
KRIT1	autosomal dominant	2
RMND1	autosomal recessive	2
COL1A1	autosomal dominant	2
COL1A2	autosomal dominant|autosomal recessive	2
LARP7	autosomal recessive	2
MTMR2	autosomal recessive	2
RPL5	autosomal dominant	2
TCTN1	autosomal recessive	2
TCTN2	autosomal recessive	2
AP4M1	autosomal recessive	2
CEP83	autosomal recessive	2
TCTN3	autosomal recessive	2
ECE1	autosomal dominant|multifactorial	2
TMCO1	autosomal recessive	2
PRKCSH	autosomal dominant	2
LIMS2	autosomal recessive	2
PDE11A	autosomal dominant	2
CARD11	autosomal dominant|autosomal recessive	2
YY1AP1	autosomal recessive	2
FLCN	autosomal dominant|autosomal dominantly acting oncogene plus loss of suppressor gene(s)	2
CARD14	autosomal dominant	2
BPGM	autosomal recessive	2
KIF4A	x-linked recessive	2
DDHD1	autosomal recessive	2
DDHD2	autosomal recessive	2
HELLS	autosomal recessive	2
LRPPRC	autosomal recessive	2
COG2	autosomal recessive	2
LAS1L	x-linked recessive	2
ATRX	x-linked dominant|x-linked recessive	2
COG4	autosomal recessive	2
COG6	autosomal recessive	2
DLD	autosomal recessive	2
EFNB1	x-linked dominant	2
SLC36A2	autosomal dominant|autosomal recessive,digenic recessive	2
JAK2	? autosomal recessive|autosomal dominant|autosomal dominant,somatic mutation|somatic mutation	2
JAK3	autosomal recessive	2
SCN10A	autosomal dominant	2
PRNP	'slow virus' etiology with ? genetic factors|autosomal dominant	2
GAD1	autosomal recessive	2
SELE	multifactorial	2
CSF2RB	autosomal recessive	2
EPOR	autosomal dominant	2
GNMT	autosomal recessive	2
APOC2	autosomal recessive	2
MEOX1	autosomal recessive	2
BMPER	autosomal recessive	2
WDFY3	autosomal dominant	2
KIF5A	autosomal dominant	2
HOXC13	autosomal recessive	2
UBB	autosomal dominant	2
MARS	autosomal dominant|autosomal recessive	2
GDNF	autosomal dominant	2
SMARCAD1	autosomal dominant	2
PROC	autosomal dominant|autosomal recessive	2
KIF5C	autosomal dominant	2
KRT6C	autosomal dominant	2
SLC45A1	autosomal recessive	2
ANKLE2	autosomal recessive	2
DMD	x-linked|x-linked recessive	2
SLC45A2	autosomal recessive at gey locus,eye color probably polygenic	2
MKS1	autosomal recessive	2
TAB2	autosomal dominant	2
STAT1	autosomal dominant|autosomal recessive	2
STAT2	autosomal recessive	2
MS4A1	autosomal recessive	2
HCN1	autosomal dominant	2
IL2RA	autosomal locus and allelic heterogeneity|autosomal recessive	2
STAT3	autosomal dominant	2
MS4A2	autosomal dominant	2
HCN4	autosomal dominant	2
ACD	autosomal dominant,autosomal recessive	2
SCN11A	autosomal dominant	2
ACE	autosomal recessive	2
IL2RG	x-linked recessive	2
TSPEAR	autosomal recessive	2
ATP1A2	autosomal dominant	2
ATP1A3	autosomal dominant	2
KRT71	autosomal dominant	2
SYCE1	autosomal recessive	2
RTN4R	autosomal dominant	2
KRT74	autosomal dominant|autosomal recessive	2
B3GAT3	autosomal recessive	2
HMMR	autosomal dominant	2
ADAM10	autosomal dominant	2
EMG1	autosomal recessive	2
WNT1	autosomal recessive	2
ADA2	autosomal recessive	2
CAVIN1	autosomal recessive	2
FRZB	multifactorial	2
ADAM17	autosomal recessive	2
ZFHX2	autosomal dominant	2
WNT3	autosomal recessive	2
ADH1B	probably multifactorial, genetically influenced	2
ZFHX3	autosomal dominant form	2
WNT4	autosomal dominant|autosomal recessive	2
ALDH6A1	autosomal recessive	2
ADH1C	isolated cases,multifactorial|probably multifactorial, genetically influenced	2
ZFHX4	autosomal dominant	2
BSCL2	autosomal dominant|autosomal recessive	2
PRPH	autosomal dominant,autosomal recessive	2
LARS2	autosomal recessive	2
TAC3	autosomal recessive	2
NR3C1	autosomal dominant	2
JAM3	autosomal recessive	2
NR3C2	autosomal dominant	2
ADA	autosomal recessive,somatic mosaicism	2
MUSK	autosomal recessive	2
TUBB	autosomal dominant	2
CCDC88A	autosomal recessive	2
ZNF335	autosomal recessive	2
ATP1B1	multifactorial	2
CCDC88C	autosomal dominant|autosomal recessive	2
HS6ST1	autosomal dominant	2
VARS2	autosomal recessive	2
KRT81	autosomal dominant	2
MUC5B	autosomal dominant	2
KRT83	autosomal dominant|autosomal recessive	2
KIDINS220	autosomal dominant	2
ADK	autosomal recessive	2
SYN1	x-linked recessive,x-linked dominant	2
SYN2	autosomal dominant	2
KRT85	autosomal recessive	2
KRT86	autosomal dominant	2
ARMC4	autosomal recessive	2
ARMC5	autosomal dominant,somatic mutation	2
CEBPA	autosomal dominant	2
NTRK1	autosomal dominant|autosomal recessive	2
ARMC9	autosomal recessive	2
NTRK2	autosomal dominant	2
NNT	autosomal recessive	2
ADAR	autosomal dominant|autosomal recessive	2
CEBPE	autosomal recessive	2
BCL11A	autosomal dominant	2
BCL11B	autosomal dominant	2
OSBPL2	autosomal dominant	2
KDR	autosomal dominant type,high penetrance	2
GUF1	autosomal recessive	2
SOX10	autosomal dominant	2
SOX11	autosomal dominant	2
RAPSN	autosomal recessive	2
ISCU	autosomal recessive	2
MSRB3	autosomal recessive	2
SBDS	autosomal recessive	2
DNAH1	autosomal recessive	2
TUBGCP4	autosomal recessive	2
SOX17	autosomal dominant	2
TUBGCP6	autosomal recessive	2
SOX18	autosomal dominant|autosomal recessive	2
VKORC1	autosomal dominant	2
NOG	autosomal dominant	2
NDRG1	autosomal recessive	2
NTHL1	autosomal recessive	2
TXN2	autosomal recessive	2
MFAP5	autosomal dominant	2
BCAM	autosomal recessive	2
PYGL	autosomal recessive	2
PYGM	autosomal recessive	2
EPS8	autosomal recessive	2
POGZ	autosomal dominant	2
TDO2	autosomal recessive	2
FRMD7	x-linked	2
TUBA8	autosomal recessive	2
SBF1	autosomal recessive	2
SBF2	autosomal recessive	2
NDUFB11	autosomal recessive,x-linked dominant,mitochondrial|x-linked dominant	2
TECPR2	autosomal recessive	2
DNAI1	autosomal recessive	2
LIM2	autosomal recessive	2
PSEN1	autosomal dominant|isolated cases,autosomal dominant	2
PSEN2	autosomal dominant	2
ATXN10	autosomal dominant	2
XPA	autosomal recessive,with at least 4 loci	2
IQSEC2	x-linked dominant	2
TSG101	autosomal dominant	2
XPC	autosomal recessive	2
AFP	autosomal dominant|autosomal recessive	2
CYP7B1	autosomal recessive	2
FLI1	autosomal dominant,autosomal recessive (1 family)	2
SNAI2	autosomal dominant (4q11-q12)|autosomal recessive	2
DHDDS	autosomal dominant|autosomal recessive	2
TUBB1	autosomal dominant	2
ADD1	multifactorial	2
TUBB3	autosomal dominant	2
